target,solutions,rank,rating,dictionaryName,due,level
cética,skeptical,1471,1200,personal,23 Dec 2023,7
carimbadas,stamped,1472,1200,personal,24 Dec 2023,7
capelão,chaplain,1473,1200,personal,23 Dec 2023,7
enterro,burial,1474,1200,personal,23 Dec 2023,7
surtir,to freak out; freak out,1475,1200,personal,24 Dec 2023,7
eu meio que,i kind of,1476,1200,personal,23 Dec 2023,7
faísca,spark,1477,1200,personal,25 Nov 2023,5
íntimo,intimate,1478,1200,personal,23 Dec 2023,7
cônjuges,spouses,1479,1200,personal,23 Dec 2023,7
factível,feasible,1480,1200,personal,24 Dec 2023,7
vacilar,to falter; falter,1481,1200,personal,24 Jan 2024,7
derrubada,overthrow,1482,1200,personal,15 Jan 2024,7
apoderar,to seize; seize,1483,1200,personal,29 Nov 2023,4
alterar,to alter; alter,1484,1200,personal,24 Dec 2023,7
empataram,tied,1485,1200,personal,18 Dec 2023,6
frestas,crevices,1486,1200,personal,27 Nov 2023,4
surge,comes up,1487,1200,personal,25 Nov 2023,5
papo,chat,1488,1200,personal,25 Dec 2023,7
enxame,swarm,1489,1200,personal,25 Nov 2023,5
embalagem,packaging,1490,1200,personal,24 Dec 2023,7
rebites,rivets,1491,1200,personal,25 Dec 2023,7
resmungar,to grumble; grumble,1492,1200,personal,24 Dec 2023,7
lucros,profits,1493,1200,personal,24 Dec 2023,7
apreensão,seizure,1494,1200,personal,27 Nov 2023,4
risca de giz,chalkline,1495,1200,personal,24 Dec 2023,7
digno,worthy,1496,1200,personal,24 Dec 2023,7
previsível,predictable,1497,1200,personal,24 Dec 2023,7
fervor,fervour,1498,1200,personal,17 Jan 2024,7
coopetiçao,cooperation,1499,1200,personal,25 Dec 2023,7
apavorante,terrifying,1500,1200,personal,25 Nov 2023,5
saguão,lobby,1501,1200,personal,27 Nov 2023,4
zumbido,buzz,1502,1200,personal,25 Dec 2023,7
baboseiras,nonsense,1503,1200,personal,25 Dec 2023,7
âmbito,scope,1504,1200,personal,27 Nov 2023,4
atropelaram,ran over,1505,1200,personal,25 Dec 2023,7
usinas,power plants,1506,1200,personal,25 Dec 2023,7
desmanchando,undoing,1507,1200,personal,25 Dec 2023,7
alastrarar,to spread out; spread out,1508,1200,personal,25 Dec 2023,7
cadeia,chain,1509,1200,personal,25 Dec 2023,7
angulare,angular,1510,1200,personal,25 Dec 2023,7
alavanca,lever,1511,1200,personal,25 Dec 2023,7
o ensino,the education,1512,1200,personal,25 Nov 2023,5
formulário,form,1513,1200,personal,22 Nov 2023,6
escalão,echelon,1514,1200,personal,25 Dec 2023,7
galgavar,to climb; climb,1515,1200,personal,15 Jan 2024,7
uma leva,a wave,1516,1200,personal,15 Jan 2024,7
arrastar,to drag; drag,1517,1200,personal,25 Dec 2023,7
verba,budget,1518,1200,personal,15 Jan 2024,7
órgão,organ,1519,1200,personal,15 Jan 2024,7
fogeutes,rockets,1520,1200,personal,20 Jan 2024,7
palmas,palms,1521,1200,personal,15 Jan 2024,7
norma,standard,1522,1200,personal,27 Nov 2023,4
celulose,cellulose,1523,1200,personal,15 Jan 2024,7
precária,precarious,1524,1200,personal,15 Jan 2024,7
empenho,effort,1525,1200,personal,15 Jan 2024,7
impor,to impose; impose,1526,1200,personal,15 Jan 2024,7
fundido,molten,1527,1200,personal,18 Dec 2023,6
ilesos,unharmed,1528,1200,personal,15 Jan 2024,7
fundição,foundry,1529,1200,personal,15 Jan 2024,7
receosos,fearful,1530,1200,personal,15 Jan 2024,7
cogitados,considered,1531,1200,personal,27 Nov 2023,4
opondo,opposing,1532,1200,personal,15 Jan 2024,7
medições,measurements,1533,1200,personal,12 Dec 2023,6
desandando,getting out of hand,1534,1200,personal,20 Jan 2024,7
parapeito,parapet,1535,1200,personal,15 Jan 2024,7
denunciou,denounced,1536,1200,personal,15 Jan 2024,7
medonha,hideous,1537,1200,personal,15 Jan 2024,7
rodovia,highway,1538,1200,personal,12 Dec 2023,6
relatório,report,1539,1200,personal,20 Jan 2024,7
destacou,highlighted,1540,1200,personal,27 Nov 2023,4
despertar,to wake up; wake up,1541,1200,personal,27 Nov 2023,4
respingava,splashed,1542,1200,personal,15 Jan 2024,7
despesa,expense,1543,1200,personal,24 Nov 2023,4
hiato,gap,1544,1200,personal,27 Nov 2023,4
moletom,sweatshirt,1545,1200,personal,27 Nov 2023,4
prova,trial,1546,1200,personal,29 Nov 2023,4
tornozelos,ankles,1547,1200,personal,20 Jan 2024,7
espremer,to squeeze; squeeze,1548,1200,personal,24 Jan 2024,7
maiô,swimsuit,1549,1200,personal,15 Jan 2024,7
emotivo,emotional,1550,1200,personal,15 Jan 2024,7
precoce,precocious,1551,1200,personal,15 Jan 2024,7
rastro,trail,1552,1200,personal,24 Nov 2023,6
tona,surface,1553,1200,personal,15 Jan 2024,7
revogar,to revoke; revoke,1554,1200,personal,20 Jan 2024,7
assédio,harassment,1555,1200,personal,20 Jan 2024,7
arrecadação,collection,1556,1200,personal,2 Dec 2023,6
pulinhos,jumps; little jumps,1557,1200,personal,27 Nov 2023,4
virada,turn,1558,1200,personal,20 Jan 2024,7
desvio,deviation,1559,1200,personal,2 Dec 2023,6
deslizou,slipped,1560,1200,personal,15 Jan 2024,7
extrusão,extrusion,1561,1200,personal,15 Jan 2024,7
mureta,short wall,1562,1200,personal,23 Jan 2024,7
entalado,wedged,1563,1200,personal,25 Nov 2023,5
dobradica,hinge,1564,1200,personal,15 Jan 2024,7
catorze,fourteen,1565,1200,personal,15 Jan 2024,7
soturno,gloomy,1566,1200,personal,24 Nov 2023,3
ceticismo,skepticism,1567,1200,personal,15 Jan 2024,7
abalado,shaken up,1568,1200,personal,25 Nov 2023,5
grades,bars,1569,1200,personal,15 Jan 2024,7
redigida,written,1570,1200,personal,12 Dec 2023,6
receio,fearful,1571,1200,personal,12 Dec 2023,6
consertos,repairs,1572,1200,personal,23 Jan 2024,7
deu o bote,said,1573,1200,personal,15 Jan 2024,7
grudaram,stuck,1574,1200,personal,20 Jan 2024,7
retratar,to portray; portray,1575,1200,personal,27 Nov 2023,4
revestimento,coating,1576,1200,personal,15 Jan 2024,7
depósito,warehouse,1577,1200,personal,28 Nov 2023,4
deparou,came across,1578,1200,personal,25 Nov 2023,4
fomentar,to foment; foment,1579,1200,personal,12 Dec 2023,6
arrefecer,to cool; cool,1580,1200,personal,24 Nov 2023,3
providência,providence,1581,1200,personal,20 Jan 2024,7
freira,nun,1582,1200,personal,16 Jan 2024,7
tecia,wove,1583,1200,personal,12 Dec 2023,6
elogios,compliments,1584,1200,personal,28 Nov 2023,4
cumprimento,greeting,1585,1200,personal,28 Nov 2023,4
leis,laws,1586,1200,personal,16 Jan 2024,7
parceria,partnership,1587,1200,personal,16 Jan 2024,7
valises,suitcases,1588,1200,personal,25 Nov 2023,4
pontuações,scores,1589,1200,personal,16 Jan 2024,7
afinco,tenacity,1590,1200,personal,20 Jan 2024,7
caserna,barracks,1591,1200,personal,24 Nov 2023,3
triturar,to grind; grind,1592,1200,personal,24 Nov 2023,3
prestação,provision,1593,1200,personal,23 Nov 2023,2
renunciar,to resign; resign,1594,1200,personal,25 Nov 2023,5
direitorias,rights,1595,1200,personal,23 Nov 2023,2
abrangentes,comprehensive,1596,1200,personal,23 Nov 2023,4
alicerce,foundation,1597,1200,personal,25 Nov 2023,3
contador,counter,1598,1200,personal,16 Jan 2024,7
beco,alley,1599,1200,personal,28 Nov 2023,4
deslocamentos,displacements,1600,1200,personal,16 Jan 2024,7
obrigara,will oblige,1601,1200,personal,28 Nov 2023,4
um barato,a high,1602,1200,personal,16 Jan 2024,7
presa por porte,arrested for carrying,1603,1200,personal,16 Jan 2024,7
verniz,varnish,1604,1200,personal,16 Jan 2024,7
loja de penhores,pawn shop,1605,1200,personal,16 Jan 2024,7
isqueiro,lighter,1606,1200,personal,28 Nov 2023,4
cotonetes,cotton buds,1607,1200,personal,16 Jan 2024,7
porão,basement,1608,1200,personal,12 Dec 2023,6
indiciado,indicted,1609,1200,personal,21 Jan 2024,7
delagacia,police station,1610,1200,personal,16 Jan 2024,7
mesmo demais,really too much,1611,1200,personal,16 Jan 2024,7
expediente,office hour,1612,1200,personal,23 Nov 2023,2
o tranco,the stride,1613,1200,personal,25 Nov 2023,3
aposentadoria,pension,1614,1200,personal,16 Jan 2024,7
avental,apron,1615,1200,personal,16 Jan 2024,7
escudo,shield,1616,1200,personal,25 Nov 2023,5
letárgico,lethargic,1617,1200,personal,16 Jan 2024,7
rabanetes,radishes,1618,1200,personal,16 Jan 2024,7
adiar,to postpone; postpone,1619,1200,personal,12 Dec 2023,6
verbas,funds,1620,1200,personal,12 Dec 2023,6
escassas,scarce,1621,1200,personal,12 Dec 2023,6
doutorandos,doctoral students,1622,1200,personal,16 Jan 2024,7
saqueava,looted,1623,1200,personal,28 Nov 2023,4
empanturrava,gorged,1624,1200,personal,2 Dec 2023,6
sininho,small bell,1625,1200,personal,23 Jan 2024,7
paraíso,paradise,1626,1200,personal,16 Jan 2024,7
penando,struggling,1627,1200,personal,29 Nov 2023,6
devolveu,returned,1628,1200,personal,23 Nov 2023,2
estimativa,estimation,1629,1200,personal,28 Nov 2023,4
sino,belly,1630,1200,personal,29 Nov 2023,6
esgotada,exhausted,1631,1200,personal,16 Jan 2024,7
sobra,leftover,1632,1200,personal,28 Nov 2023,4
extraconjugais,extramarital,1633,1200,personal,16 Jan 2024,7
halteres,dumbbells,1634,1200,personal,17 Jan 2024,7
esquadrinhar,to scan; scan,1635,1200,personal,25 Nov 2023,3
sedentários,sedentary,1636,1200,personal,16 Jan 2024,7
assumidos,assumed,1637,1200,personal,16 Jan 2024,7
maçante,dull,1638,1200,personal,25 Nov 2023,5
craque,ace,1639,1200,personal,23 Jan 2024,7
carecer,to lack; lack,1640,1200,personal,23 Jan 2024,7
sugado,sucked,1641,1200,personal,16 Jan 2024,7
demissão,resignation,1642,1200,personal,23 Jan 2024,7
assoberbante,overwhelming,1643,1200,personal,21 Jan 2024,7
brilho,shine,1644,1200,personal,16 Jan 2024,7
ramo,branch,1645,1200,personal,16 Jan 2024,7
escolarizados,educated,1646,1200,personal,16 Jan 2024,7
balconistas,clerks,1647,1200,personal,16 Jan 2024,7
penoso,painful,1648,1200,personal,23 Jan 2024,7
serrar,to saw; saw,1649,1200,personal,16 Jan 2024,7
entoper,to clog; clog,1650,1200,personal,24 Jan 2024,7
coágulos,clots,1651,1200,personal,23 Jan 2024,7
faltar,to miss; miss,1652,1200,personal,24 Jan 2024,7
rédeas,reins,1653,1200,personal,25 Nov 2023,5
no verso,on the back,1654,1200,personal,24 Jan 2024,7
marcante,outstanding,1655,1200,personal,22 Nov 2023,1
logo de cara,right away,1656,1200,personal,24 Jan 2024,7
doloroso,painful,1657,1200,personal,24 Jan 2024,7
deparar,to come across; come across,1658,1200,personal,24 Jan 2024,7
dietas,diets,1659,1200,personal,24 Jan 2024,7
viram que,they saw that,1660,1200,personal,24 Jan 2024,7
sobrecarregar,to overload; overload,1661,1200,personal,24 Jan 2024,7
frouxos,loose,1662,1200,personal,24 Jan 2024,7
encenar,to stage; stage,1663,1200,personal,24 Jan 2024,7
críticas,reviews,1664,1200,personal,24 Jan 2024,7
paparicado,pampered,1665,1200,personal,24 Jan 2024,7
tributários,tributaries,1666,1200,personal,24 Jan 2024,7
demitido,fired,1667,1200,personal,24 Jan 2024,7
desnorteado,bewildered,1668,1200,personal,24 Jan 2024,7
conjunto,set,1669,1200,personal,24 Jan 2024,7
habitacional,housing,1670,1200,personal,24 Jan 2024,7
fralda,diaper,1671,1200,personal,24 Jan 2024,7
encomendar,to order; order,1672,1200,personal,22 Nov 2023,1
coadores,strainers,1673,1200,personal,24 Jan 2024,7
descomunal,huge,1674,1200,personal,22 Nov 2023,1
bombeiro,fireman,1675,1200,personal,24 Jan 2024,7
reconquistar,to win back; win back,1676,1200,personal,24 Jan 2024,7
penar,to suffer; suffer,1677,1200,personal,29 Nov 2023,6
sobrando,remaining,1678,1200,personal,24 Jan 2024,7
rispidez,harshness,1679,1200,personal,24 Jan 2024,7
péssimos,lousy,1680,1200,personal,24 Jan 2024,7
brusca,brusque,1681,1200,personal,24 Jan 2024,7
engrenagens,gears,1682,1200,personal,24 Jan 2024,7
montagem,assembly,1683,1200,personal,24 Jan 2024,7
mercadorias,goods,1684,1200,personal,24 Nov 2023,6
pronto-socorro,emergency room,1685,1200,personal,21 Jan 2024,7
roubados,stolen,1686,1200,personal,21 Jan 2024,7
intransponível,insurmountable,1687,1200,personal,17 Jan 2024,7
entubação,intubation,1688,1200,personal,21 Jan 2024,7
despontar,to rise; rise,1689,1200,personal,24 Nov 2023,4
salpicada,splashed,1690,1200,personal,24 Jan 2024,7
hepáticas,liverworts,1691,1200,personal,21 Jan 2024,7
cabeceava,nodded,1692,1200,personal,21 Jan 2024,7
tombo,tumble,1693,1200,personal,25 Nov 2023,3
cindido,split,1694,1200,personal,25 Nov 2023,5
inimizades,enmities,1695,1200,personal,21 Jan 2024,7
descartável,disposable,1696,1200,personal,21 Jan 2024,7
amídalas,tonsils,1697,1200,personal,21 Jan 2024,7
estraçalhar,to rip apart; rip apart,1698,1200,personal,25 Nov 2023,5
sussurrado,whispered,1699,1200,personal,12 Dec 2023,6
plantão,duty,1700,1200,personal,24 Jan 2024,7
folheou,leafed through,1701,1200,personal,16 Jan 2024,7
rubricou,initialed,1702,1200,personal,24 Jan 2024,7
raspou,shaved,1703,1200,personal,24 Jan 2024,7
couro cabeloudo,scalp,1704,1200,personal,16 Jan 2024,7
broca,drill,1705,1200,personal,16 Jan 2024,7
xarope,syrup,1706,1200,personal,16 Jan 2024,7
furada,pierced,1707,1200,personal,16 Jan 2024,7
um acordo,a deal,1708,1200,personal,16 Jan 2024,7
afugentar,to drive away; drive away,1709,1200,personal,25 Nov 2023,5
pântanos,swamps,1710,1200,personal,2 Dec 2023,6
reflexo,reflection,1711,1200,personal,24 Jan 2024,7
confecção,completion,1712,1200,personal,28 Nov 2023,4
desfiles,parades,1713,1200,personal,24 Jan 2024,7
terremotos,earthquakes,1714,1200,personal,16 Jan 2024,7
selva,jungle,1715,1200,personal,24 Jan 2024,7
tréguas,truces,1716,1200,personal,28 Nov 2023,4
idílico,idyllic,1717,1200,personal,16 Jan 2024,7
escaramuças,skirmishes,1718,1200,personal,16 Jan 2024,7
solapar,to undermine; undermine,1719,1200,personal,25 Nov 2023,5
reprimenda,reprimand,1720,1200,personal,24 Jan 2024,7
constar,to appear; appear; to be in; be in,1721,1200,personal,24 Nov 2023,4
esgoter,to exhaust; exhaust,1722,1200,personal,24 Jan 2024,7
atacadistas,wholesalers,1723,1200,personal,24 Jan 2024,7
costureiros,dressmakers,1724,1200,personal,16 Jan 2024,7
atolar,to jam; jam,1725,1200,personal,25 Nov 2023,5
incômoda (adj.),uneasy,1726,1200,personal,25 Nov 2023,5
justiça,justice,1727,1200,personal,12 Dec 2023,6
déspota,despot,1728,1200,personal,16 Jan 2024,7
chilique,hissy fit,1729,1200,personal,24 Jan 2024,7
subalterno,subordinate,1730,1200,personal,24 Jan 2024,7
enfiar,to stick; stick,1731,1200,personal,24 Nov 2023,6
cavernoso,cavernous,1732,1200,personal,16 Jan 2024,7
suntuoso,sumptuous,1733,1200,personal,22 Nov 2023,6
movimentada,busy,1734,1200,personal,22 Nov 2023,6
ripa,clapboard,1735,1200,personal,12 Dec 2023,6
borracha,rubber,1736,1200,personal,25 Nov 2023,5
sinalização,signaling,1737,1200,personal,22 Nov 2023,6
aderer,to adhere; adhere,1738,1200,personal,16 Jan 2024,7
clarão,glare,1739,1200,personal,23 Nov 2023,6
névoa,mist,1740,1200,personal,25 Nov 2023,5
engarrafamento,traffic jam,1741,1200,personal,22 Nov 2023,6
repentino,sudden,1742,1200,personal,22 Nov 2023,6
ferroviárias,railroads,1743,1200,personal,22 Nov 2023,6
rente,closely,1744,1200,personal,23 Nov 2023,6
superaquecido,overheated,1745,1200,personal,22 Nov 2023,6
impeler,to impel; impel,1746,1200,personal,16 Jan 2024,7
jorro,gush,1747,1200,personal,23 Nov 2023,6
fole,bellows,1748,1200,personal,25 Nov 2023,5
encrespar,to curl; curl,1749,1200,personal,24 Nov 2023,4
amontoada,piled up,1750,1200,personal,12 Dec 2023,6
bolhas,bubbles,1751,1200,personal,16 Jan 2024,7
lufada,breath,1752,1200,personal,12 Dec 2023,6
rugiam,roared,1753,1200,personal,22 Nov 2023,6
pólvora,gunpowder,1754,1200,personal,12 Dec 2023,6
ladrilhos,tiles,1755,1200,personal,25 Nov 2023,4
transeunte,passerby,1756,1200,personal,23 Nov 2023,6
cambelar,to totter; totter,1757,1200,personal,25 Nov 2023,6
em brasa,red-hot,1758,1200,personal,22 Nov 2023,6
mangueira,hose,1759,1200,personal,12 Dec 2023,6
canos,pipes,1760,1200,personal,22 Nov 2023,6
intrometer,to intrude; intrude,1761,1200,personal,22 Nov 2023,6
percalços,mishaps,1762,1200,personal,24 Nov 2023,4
sobrepor,to overlap; overlap,1763,1200,personal,23 Nov 2023,6
ameacer,to threaten; threaten,1764,1200,personal,16 Jan 2024,7
atolado,bogged down,1765,1200,personal,2 Dec 2023,5
retraçada,retraced,1766,1200,personal,2 Dec 2023,5
desgovernada,runaway,1767,1200,personal,23 Nov 2023,6
multa,traffic ticket,1768,1200,personal,22 Nov 2023,6
fendido,cracked,1769,1200,personal,12 Dec 2023,6
emboscando,ambushing,1770,1200,personal,12 Dec 2023,6
recear,to fear; fear,1771,1200,personal,16 Jan 2024,7
credencial,credential,1772,1200,personal,16 Jan 2024,7
alvo,target,1773,1200,personal,16 Jan 2024,7
bode expiatório,scapegoat,1774,1200,personal,22 Nov 2023,6
bóton,button,1775,1200,personal,22 Nov 2023,6
sacudida,jolt,1776,1200,personal,29 Nov 2023,6
realçar,to enhance; enhance,1777,1200,personal,24 Nov 2023,6
rondas,rounds,1778,1200,personal,16 Jan 2024,7
pista de descolagem,runway,1779,1200,personal,22 Nov 2023,6
de propósito,on purpose,1780,1200,personal,16 Jan 2024,7
mediático,mediatic,1781,1200,personal,22 Nov 2023,6
duzentos,200,1782,1200,personal,22 Nov 2023,6
mordazes,biting,1783,1200,personal,25 Nov 2023,5
esmagadora,overwhelming,1784,1200,personal,23 Nov 2023,6
sábio,wise,1785,1200,personal,23 Nov 2023,6
enxergar,to see; see,1786,1200,personal,16 Jan 2024,7
enfermagem,nursing,1787,1200,personal,23 Nov 2023,6
foguetes,rockets,1788,1200,personal,16 Jan 2024,7
esmiuçando,scrutinizing,1789,1200,personal,24 Nov 2023,6
eletroelectrônicos,electronics,1790,1200,personal,23 Nov 2023,6
rastrear,to track back; track back,1791,1200,personal,23 Nov 2023,6
talheres,cutlery,1792,1200,personal,28 Nov 2023,4
carregar pilhas,to charge batteries; charge batteries,1793,1200,personal,23 Nov 2023,6
romances,affairs,1794,1200,personal,23 Nov 2023,6
rentável,profitable,1795,1200,personal,23 Nov 2023,6
umedecidos,moistened,1796,1200,personal,29 Nov 2023,6
mamadeiras,baby bottles,1797,1200,personal,23 Nov 2023,6
papinha,baby food,1798,1200,personal,25 Nov 2023,4
adivinho,fortune teller,1799,1200,personal,23 Nov 2023,6
prateleira,shelf,1800,1200,personal,16 Jan 2024,7
constatação,finding,1801,1200,personal,29 Nov 2023,6
peraí,one minute,1802,1200,personal,23 Nov 2023,6
careca,bald,1803,1200,personal,12 Dec 2023,6
picolés,popsicles,1804,1200,personal,24 Nov 2023,6
gramado,lawn,1805,1200,personal,23 Nov 2023,6
aparar,to trim; trim,1806,1200,personal,24 Nov 2023,6
rastelos,rakes,1807,1200,personal,24 Nov 2023,6
assobiar,to whistle; whistle,1808,1200,personal,25 Nov 2023,5
esperta,smart,1809,1200,personal,16 Jan 2024,7
desvendar,to unravel; unravel,1810,1200,personal,29 Nov 2023,6
metralhar,to strafe; strafe,1811,1200,personal,23 Nov 2023,6
soberano,sovereign,1812,1200,personal,2 Dec 2023,5
reviravolta,turnaround,1813,1200,personal,24 Nov 2023,6
berço,cradle,1814,1200,personal,24 Nov 2023,6
macacões,overalls,1815,1200,personal,25 Nov 2023,5
proveito,advantage,1816,1200,personal,22 Nov 2023,4
mantimentos,groceries,1817,1200,personal,25 Nov 2023,6
alas,wards,1818,1200,personal,24 Nov 2023,6
revelação das fotos,photo development,1819,1200,personal,28 Nov 2023,4
superá,will overcome,1820,1200,personal,12 Dec 2023,6
parto,childbirth,1821,1200,personal,24 Nov 2023,6
contenção,containment,1822,1200,personal,2 Dec 2023,6
consenso,consensus,1823,1200,personal,16 Jan 2024,7
ostentar,to boast; boast,1824,1200,personal,24 Nov 2023,6
ensopado,stewed,1825,1200,personal,24 Nov 2023,6
açougueiro,butcher,1826,1200,personal,25 Nov 2023,6
piegas,mushy,1827,1200,personal,25 Nov 2023,5
relutar,to reluct; reluct,1828,1200,personal,24 Nov 2023,6
aderiu,joined,1829,1200,personal,12 Dec 2023,6
teor,content,1830,1200,personal,24 Nov 2023,6
emblema,emblem; badge,1831,1200,personal,9 Dec 2023,7
torta,pie; crooked,1832,1200,personal,12 Dec 2023,6
bandeja,tray,1833,1200,personal,25 Nov 2023,6
picar,to sting; sting,1834,1200,personal,24 Nov 2023,6
repolho,cabbage,1835,1200,personal,25 Nov 2023,6
rins,kidneys,1836,1200,personal,25 Nov 2023,6
tripas,guts,1837,1200,personal,25 Nov 2023,5
aviltar,to demean; demean,1838,1200,personal,23 Nov 2023,3
costela,rib,1839,1200,personal,24 Nov 2023,6
sobravam,remained,1840,1200,personal,24 Nov 2023,6
alcatra,rump,1841,1200,personal,24 Nov 2023,6
miúdos,giblets,1842,1200,personal,24 Nov 2023,6
munição,munition,1843,1200,personal,24 Nov 2023,6
carentes,needy,1844,1200,personal,12 Dec 2023,6
minguar,to dwindle; dwindle,1845,1200,personal,12 Dec 2023,6
costeletas,cutlets,1846,1200,personal,25 Nov 2023,6
inusitado,unusual,1847,1200,personal,2 Dec 2023,6
depararam,came across,1848,1200,personal,16 Jan 2024,7
apito,whistle,1849,1200,personal,2 Dec 2023,5
evitar,to avoid; avoid,1850,1200,personal,16 Jan 2024,7
cacafonia,cacophony,1851,1200,personal,25 Nov 2023,5
avassaladora,overwhelmed,1852,1200,personal,12 Dec 2023,6
tálamo,thalamus,1853,1200,personal,25 Nov 2023,6
bem-acabada,well finished,1854,1200,personal,25 Nov 2023,6
sintonizado,tuned in,1855,1200,personal,25 Nov 2023,6
insossas,tasteless,1856,1200,personal,26 Nov 2023,6
desprovida,devoid,1857,1200,personal,2 Dec 2023,5
muito embora,although,1858,1200,personal,26 Nov 2023,6
batida,beat,1859,1200,personal,25 Nov 2023,6
consagrados,consecrated,1860,1200,personal,16 Jan 2024,7
grude,stick,1861,1200,personal,12 Dec 2023,6
realçando,highlighting,1862,1200,personal,27 Nov 2023,6
grudentas,sticky,1863,1200,personal,25 Nov 2023,6
charadas,charades,1864,1200,personal,16 Jan 2024,7
parafuso,screw,1865,1200,personal,25 Nov 2023,6
desprezado,despised,1866,1200,personal,22 Nov 2023,4
bailes,balls,1867,1200,personal,2 Dec 2023,6
pegada,footprint,1868,1200,personal,25 Nov 2023,5
divulgação,disclosure,1869,1200,personal,2 Dec 2023,6
gravadora,recording,1870,1200,personal,16 Jan 2024,7
represália,reprisal,1871,1200,personal,28 Nov 2023,4
mal-estar,malaise,1872,1200,personal,25 Nov 2023,6
atônito,stunned,1873,1200,personal,27 Nov 2023,6
lencinho,handkerchief,1874,1200,personal,25 Nov 2023,4
hidratantes,moisturizers,1875,1200,personal,26 Nov 2023,6
previsão,forecast,1876,1200,personal,25 Nov 2023,4
pontuação,score,1877,1200,personal,16 Jan 2024,7
peneirando,sifting,1878,1200,personal,12 Dec 2023,6
panteão,pantheon,1879,1200,personal,26 Nov 2023,6
mala,suitcase,1880,1200,personal,16 Jan 2024,7
eis aqui,behold here,1881,1200,personal,16 Jan 2024,7
alimentícios,food,1882,1200,personal,16 Jan 2024,7
gabar,to boast; boast,1883,1200,personal,16 Jan 2024,7
mala direta,direct mail,1884,1200,personal,26 Nov 2023,6
filiais,branches,1885,1200,personal,27 Nov 2023,6
embrulhar,to wrap up; wrap up,1886,1200,personal,29 Nov 2023,6
meio-fio,curb,1887,1200,personal,2 Dec 2023,5
costureira,dressmaker; dress maker,1888,1200,personal,28 Nov 2023,4
uma guinada,a turn,1889,1200,personal,27 Nov 2023,6
embate,clash,1890,1200,personal,27 Nov 2023,6
aleijarar,to cripple; cripple,1891,1200,personal,25 Nov 2023,4
manifestação,manifestation,1892,1200,personal,16 Jan 2024,7
vingar,to avenge; avenge,1893,1200,personal,26 Nov 2023,6
amizade,friendship,1894,1200,personal,16 Jan 2024,7
perdurar,to endure; endure,1895,1200,personal,29 Nov 2023,6
preenchida,completed; filled,1896,1200,personal,26 Nov 2023,6
rebeldia,rebellion,1897,1200,personal,26 Nov 2023,6
retrucar,to retort; retort,1898,1200,personal,27 Nov 2023,6
tiro,shot,1899,1200,personal,29 Nov 2023,6
veredito,verdict,1900,1200,personal,26 Nov 2023,6
promulgado,enacted,1901,1200,personal,22 Nov 2023,3
inserida,inserted,1902,1200,personal,26 Nov 2023,6
empreender,to undertake; undertake,1903,1200,personal,27 Nov 2023,6
apatia,apathy,1904,1200,personal,26 Nov 2023,6
tricotar,to knit; knit,1905,1200,personal,15 Dec 2023,6
debutantes,debutantes,1906,1200,personal,26 Nov 2023,6
fiança,bail,1907,1200,personal,27 Nov 2023,6
bainha,sheath,1908,1200,personal,27 Nov 2023,6
judicialmente,judicially,1909,1200,personal,13 Dec 2023,6
embutido,embedded,1910,1200,personal,27 Nov 2023,6
empenhar,to pledge; pledge,1911,1200,personal,29 Nov 2023,6
elos,links,1912,1200,personal,29 Nov 2023,6
esbarrar,to bump; bump,1913,1200,personal,2 Dec 2023,5
ultraje,outrage,1914,1200,personal,27 Nov 2023,6
vizinhança,neighbourhood,1915,1200,personal,17 Jan 2024,7
justiceiros,vigilantes,1916,1200,personal,29 Nov 2023,6
ensaio,rehearsal,1917,1200,personal,17 Jan 2024,7
sulista,southern,1918,1200,personal,27 Nov 2023,6
tanto,so much,1919,1200,personal,17 Jan 2024,7
caronas,rides,1920,1200,personal,27 Nov 2023,6
busque,fetch,1921,1200,personal,29 Nov 2023,6
necessitados,needy,1922,1200,personal,29 Nov 2023,6
grêmio,guild,1923,1200,personal,27 Nov 2023,6
desembestou,broke out,1924,1200,personal,25 Nov 2023,4
endosso,endorsement,1925,1200,personal,27 Nov 2023,6
constrangedor,compelling,1926,1200,personal,27 Nov 2023,4
em prol,in favor,1927,1200,personal,27 Nov 2023,6
faróis,headlights,1928,1200,personal,29 Nov 2023,6
carroça,wagon,1929,1200,personal,25 Nov 2023,5
apinhado,crowded,1930,1200,personal,17 Jan 2024,7
zelar,to watch over; watch over,1931,1200,personal,27 Nov 2023,6
fiscalizar,to inspect; inspect,1932,1200,personal,12 Dec 2023,6
indenizar,to indemnify; indemnify,1933,1200,personal,27 Nov 2023,6
apuração,verification,1934,1200,personal,2 Dec 2023,5
vistoria,survey,1935,1200,personal,23 Nov 2023,3
taxista,cabby,1936,1200,personal,27 Nov 2023,6
desperta,awake,1937,1200,personal,17 Jan 2024,7
enfraquecendo,weakening,1938,1200,personal,27 Nov 2023,6
xeque,check,1939,1200,personal,27 Nov 2023,6
conferir,to check; check,1940,1200,personal,29 Nov 2023,6
seminarista,seminarian,1941,1200,personal,27 Nov 2023,6
culto,cult; worship,1942,1200,personal,17 Jan 2024,7
manchete,headline,1943,1200,personal,29 Nov 2023,6
multidões,crowds,1944,1200,personal,17 Jan 2024,7
vivenciar,to experience; experience,1945,1200,personal,29 Nov 2023,6
digerível,digestable,1946,1200,personal,27 Nov 2023,6
